sample_type,anchor_text,positive_text,repeat_weight,reason_category,reason_source_field,reason_source_text,Q1,A1,Q2,session_id,Q1_row,Q2_row,distance,relation_type,dep_reason,thought_process,label,done
positive,领导您好：1、请问贵司家电拆解板块补贴应收款规模，今年预计回款情况？2、公司母公司启迪控股一直在与雄安进行股权事宜的谈判，请问最新进展如何？3、请问公司南宁武鸣项目最近处理进展怎么样，未来是否会计提减值？ 您好，公司家电拆解补贴基金目前应收账款存量余额大，主要是由于补贴基金的回款周期原因，目前公司也通过加大拆解非补贴类收入以及加强回款等措施。南宁武鸣项目根据未来处理的进度将实施披露。谢谢关注！,您好，能解释一些雄安入股的进展吗？雄安方面为何迟迟没有股权变更？有何障碍？,1,disclosure_detail,dep_reason,Q2针对A1未回答的雄安入股进展继续追问。,领导您好：1、请问贵司家电拆解板块补贴应收款规模，今年预计回款情况？2、公司母公司启迪控股一直在与雄安进行股权事宜的谈判，请问最新进展如何？3、请问公司南宁武鸣项目最近处理进展怎么样，未来是否会计提减值？,您好，公司家电拆解补贴基金目前应收账款存量余额大，主要是由于补贴基金的回款周期原因，目前公司也通过加大拆解非补贴类收入以及加强回款等措施。南宁武鸣项目根据未来处理的进度将实施披露。谢谢关注！,您好，能解释一些雄安入股的进展吗？雄安方面为何迟迟没有股权变更？有何障碍？,000826_2019,55,56,1,Complaint,Q2针对A1未回答的雄安入股进展继续追问。,,,1
positive,领导您好：1、请问贵司家电拆解板块补贴应收款规模，今年预计回款情况？2、公司母公司启迪控股一直在与雄安进行股权事宜的谈判，请问最新进展如何？3、请问公司南宁武鸣项目最近处理进展怎么样，未来是否会计提减值？ 您好，公司家电拆解补贴基金目前应收账款存量余额大，主要是由于补贴基金的回款周期原因，目前公司也通过加大拆解非补贴类收入以及加强回款等措施。南宁武鸣项目根据未来处理的进度将实施披露。谢谢关注！,"李总你好公司牵头的南宁项目出现问题,现在已经投入4.7亿资金,请问这4.7亿是全部由公司投入的吗?如果最后项目终止这个损失谁来承担?现在国家正在督察地方政府违反合同的问题,公司准备诉诸法律来解决这个问题吗?还是通过其他途径?",1,disclosure_detail,dep_reason,Q2针对A1对南宁项目未具体回应继续追问细节，隐含对回避回答的不满。,领导您好：1、请问贵司家电拆解板块补贴应收款规模，今年预计回款情况？2、公司母公司启迪控股一直在与雄安进行股权事宜的谈判，请问最新进展如何？3、请问公司南宁武鸣项目最近处理进展怎么样，未来是否会计提减值？,您好，公司家电拆解补贴基金目前应收账款存量余额大，主要是由于补贴基金的回款周期原因，目前公司也通过加大拆解非补贴类收入以及加强回款等措施。南宁武鸣项目根据未来处理的进度将实施披露。谢谢关注！,"李总你好公司牵头的南宁项目出现问题,现在已经投入4.7亿资金,请问这4.7亿是全部由公司投入的吗?如果最后项目终止这个损失谁来承担?现在国家正在督察地方政府违反合同的问题,公司准备诉诸法律来解决这个问题吗?还是通过其他途径?",000826_2019,55,60,5,Complaint,Q2针对A1对南宁项目未具体回应继续追问细节，隐含对回避回答的不满。,,,1
positive,公司的战略调整初见成效，现金流在今年转正。请问后续针对公司整体运营是否有更明确的策略，着重要改善的是哪些方面？ 投资者您好！公司经营活动净现金四年来首次转正，得益于公司能源环保一体化战略布局落地，公司逐步转向市场运营服务业务；公司收入结构转型为经营现金的转正提供助力，下一步公司将进一步加快投资项目建设转入运营状态，提升现有运营项目的效能，强化应收款的回收。感谢关注。,公司未来的发展战略。公司一直强调要从建设转运营，但是运营的效果并不好，业绩连年下降，如何改善未来的业绩？是否加大新项目的投资力度？,2,performance_governance,dep_reason,Q2针对A1中建设转运营和提升运营效能的表述，以运营效果差、业绩下降进行质疑并追问改善措施。,公司的战略调整初见成效，现金流在今年转正。请问后续针对公司整体运营是否有更明确的策略，着重要改善的是哪些方面？,投资者您好！公司经营活动净现金四年来首次转正，得益于公司能源环保一体化战略布局落地，公司逐步转向市场运营服务业务；公司收入结构转型为经营现金的转正提供助力，下一步公司将进一步加快投资项目建设转入运营状态，提升现有运营项目的效能，强化应收款的回收。感谢关注。,公司未来的发展战略。公司一直强调要从建设转运营，但是运营的效果并不好，业绩连年下降，如何改善未来的业绩？是否加大新项目的投资力度？,000826_2019,73,75,2,Challenge,Q2针对A1中建设转运营和提升运营效能的表述，以运营效果差、业绩下降进行质疑并追问改善措施。,,,1
positive,公司的战略调整初见成效，现金流在今年转正。请问后续针对公司整体运营是否有更明确的策略，着重要改善的是哪些方面？ 投资者您好！公司经营活动净现金四年来首次转正，得益于公司能源环保一体化战略布局落地，公司逐步转向市场运营服务业务；公司收入结构转型为经营现金的转正提供助力，下一步公司将进一步加快投资项目建设转入运营状态，提升现有运营项目的效能，强化应收款的回收。感谢关注。,你好！今年公司涉足的环保企业普遍受政策影响，现金流紧张，给经营造成较大困难，且应收账款中财政部拆解补贴额度多年入不敷出，短期没有解决希望。尽管公司调整了债务结构，增加了长期负债，但同时也给公司造成沉重的利息负担，盈利基本都交了利息。公司自19年布局环保能源一体化，是否考虑在合适时机注入控股股东旗下启迪清洁能源，与现上市公司体系优势互补，做大做强？谢谢。,2,strategy_planning,dep_reason,Q2围绕A1中能源环保一体化战略，追问是否注入启迪清洁能源以加强该战略。,公司的战略调整初见成效，现金流在今年转正。请问后续针对公司整体运营是否有更明确的策略，着重要改善的是哪些方面？,投资者您好！公司经营活动净现金四年来首次转正，得益于公司能源环保一体化战略布局落地，公司逐步转向市场运营服务业务；公司收入结构转型为经营现金的转正提供助力，下一步公司将进一步加快投资项目建设转入运营状态，提升现有运营项目的效能，强化应收款的回收。感谢关注。,你好！今年公司涉足的环保企业普遍受政策影响，现金流紧张，给经营造成较大困难，且应收账款中财政部拆解补贴额度多年入不敷出，短期没有解决希望。尽管公司调整了债务结构，增加了长期负债，但同时也给公司造成沉重的利息负担，盈利基本都交了利息。公司自19年布局环保能源一体化，是否考虑在合适时机注入控股股东旗下启迪清洁能源，与现上市公司体系优势互补，做大做强？谢谢。,000826_2019,73,77,4,Elaboration,Q2围绕A1中能源环保一体化战略，追问是否注入启迪清洁能源以加强该战略。,,,1
positive,公司未来的发展战略。公司一直强调要从建设转运营，但是运营的效果并不好，业绩连年下降，如何改善未来的业绩？是否加大新项目的投资力度？ 公司2019年一直在紧抓在建资产转运营的工作，积极加强应收款回收，目前取得了一定的效果，销售收现比稳步提升，2019年全年经营活动净现金流入由负转正，并且至2020年1季度，启迪环境连续四季度经营现金流归正。谢谢投资者的关注。,请问：公司的债权回收情况如何？,1,disclosure_detail,dep_reason,Q2针对A1中提及的应收款回收情况进一步追问债权回收细节。,公司未来的发展战略。公司一直强调要从建设转运营，但是运营的效果并不好，业绩连年下降，如何改善未来的业绩？是否加大新项目的投资力度？,公司2019年一直在紧抓在建资产转运营的工作，积极加强应收款回收，目前取得了一定的效果，销售收现比稳步提升，2019年全年经营活动净现金流入由负转正，并且至2020年1季度，启迪环境连续四季度经营现金流归正。谢谢投资者的关注。,请问：公司的债权回收情况如何？,000826_2019,75,79,4,Elaboration,Q2针对A1中提及的应收款回收情况进一步追问债权回收细节。,,,1
positive,请问：公司的债权回收情况如何？ 投资者您好！公司城市环境服务板块、水务生态板块现金流回款较好；零碳能源板块随着项目陆续转入运营阶段，收入及现金流回款逐年递增；固废及再生板块财政补贴欠款较大，正致力于改善回款。感谢关注。,"公司应收款里有28亿的危废拆解金由于受到收购东江环保的项目里出现问题,国家一直没有给付.今年早些公司出了个公告说开始解决这个问题,请问现在进展怎么样?预计会产生多大的损失.目前公司在这块上都没有计提准备,会不会爆雷?",1,disclosure_detail,dep_reason,Q2针对A1中固废板块补贴欠款，就危废拆解金具体进展和损失追问细节。,请问：公司的债权回收情况如何？,投资者您好！公司城市环境服务板块、水务生态板块现金流回款较好；零碳能源板块随着项目陆续转入运营阶段，收入及现金流回款逐年递增；固废及再生板块财政补贴欠款较大，正致力于改善回款。感谢关注。,"公司应收款里有28亿的危废拆解金由于受到收购东江环保的项目里出现问题,国家一直没有给付.今年早些公司出了个公告说开始解决这个问题,请问现在进展怎么样?预计会产生多大的损失.目前公司在这块上都没有计提准备,会不会爆雷?",000826_2019,79,84,5,Elaboration,Q2针对A1中固废板块补贴欠款，就危废拆解金具体进展和损失追问细节。,,,1
positive,1.利润下滑幅度大，现金流依然压力大，未来如何保证资金链持续？2、应收账款金额巨大，有多少应收账款在短时间内可以收回？3、流动负债金额巨大，如何偿还到期流动负债？期末净现金流小于应偿还短期借款金额，无力偿还流动性短期借款及到期长期借款。以上问题请给予答复 投资者您好！公司正在实施能源环保一体化战略布局落地，公司逐步由投资驱动型转向市场运营服务型，收入结构转型对经营现金回收等都有正面影响。且公司2019年及2020年一季度经营现金流金额已得到明显改善。公司目前城市环境服务板块、水务生态板块现金流回款较好；零碳能源板块随着项目陆续转入运营阶段，收入及现金流回款逐年递增；固废及再生板块财政补贴欠款较大，正致力于改善回款。感谢您的关注。,是不是有大雷？财务问题？是不是要st？不然为何股价一路下行？不要说市场如何，回答问题认真点,2,answer_pressure,dep_reason,Q2质疑A1回答不认真，催促解释股价下行，未针对具体内容继续互动。,1.利润下滑幅度大，现金流依然压力大，未来如何保证资金链持续？2、应收账款金额巨大，有多少应收账款在短时间内可以收回？3、流动负债金额巨大，如何偿还到期流动负债？期末净现金流小于应偿还短期借款金额，无力偿还流动性短期借款及到期长期借款。以上问题请给予答复,投资者您好！公司正在实施能源环保一体化战略布局落地，公司逐步由投资驱动型转向市场运营服务型，收入结构转型对经营现金回收等都有正面影响。且公司2019年及2020年一季度经营现金流金额已得到明显改善。公司目前城市环境服务板块、水务生态板块现金流回款较好；零碳能源板块随着项目陆续转入运营阶段，收入及现金流回款逐年递增；固废及再生板块财政补贴欠款较大，正致力于改善回款。感谢您的关注。,是不是有大雷？财务问题？是不是要st？不然为何股价一路下行？不要说市场如何，回答问题认真点,000826_2019,87,90,3,Complaint,Q2质疑A1回答不认真，催促解释股价下行，未针对具体内容继续互动。,,,1
positive,公司的财务费用一直持续攀升而未见好转，公司是否考虑过如何降低这方面的费用？今年的中央和地方低息支援又能帮公司降低多少？ 公司财务费用增加主要原因是：公司债务结构调整，降低了短期负债比例，增加了长期债务比例，长期债务资金成本相对短期债务成本高；另外公司转入运营项目增加，根据会计政策转入运营状态项目不再符合资本化条件，需要计入当期费用。公司总部和部分项目公司已经落实了部分疫情防控专项贷款，这部分利率较常规贷款利率大幅下降。感谢关注。,是不是有大雷？财务问题？是不是要st？不然为何股价一路下行？不要说市场如何，回答问题认真点,2,answer_pressure,dep_reason,Q2质疑A1可能隐瞒财务问题，针对回答态度和股价下跌施压，属于交互依赖。,公司的财务费用一直持续攀升而未见好转，公司是否考虑过如何降低这方面的费用？今年的中央和地方低息支援又能帮公司降低多少？,公司财务费用增加主要原因是：公司债务结构调整，降低了短期负债比例，增加了长期债务比例，长期债务资金成本相对短期债务成本高；另外公司转入运营项目增加，根据会计政策转入运营状态项目不再符合资本化条件，需要计入当期费用。公司总部和部分项目公司已经落实了部分疫情防控专项贷款，这部分利率较常规贷款利率大幅下降。感谢关注。,是不是有大雷？财务问题？是不是要st？不然为何股价一路下行？不要说市场如何，回答问题认真点,000826_2019,88,90,2,Challenge,Q2质疑A1可能隐瞒财务问题，针对回答态度和股价下跌施压，属于交互依赖。,,,1
positive,是不是有大雷？财务问题？是不是要st？不然为何股价一路下行？不要说市场如何，回答问题认真点 投资者您好，公司目前各项生产经营活动正常进行，主营业务经营状况良好，公司不存在数据实际经营情况不符的情况。关于公司信息请以公司披露在《中国证券报》、《证券时报》和巨潮资讯网的信息为准。二级市场股价受到公司所处行业环境、投资预期等多方面因素的影响，公司的生产经营正常，股市投资有风险，请投资者注意投资风险。感谢您的关注。,董秘你好！自2019年，贵司回答投资者提问全部都是官话套话，很少正面答复问题。此项工作是公司与投资者沟通的重要桥梁，也是中小投资者平时了解公司运营情况的唯一渠道，为什么不能积极主动的答复提问并介绍公司情况，同为环保类上市公司，别人家的董秘可以不断公布诸如每月垃圾焚烧量、发电量等数据，做到公开透明，你们呢？除了复制粘贴还做了哪些沟通？请问贵司如此漠视中小投资者，是否有管理层默许甚至授意？如果工作太忙,2,answer_pressure,dep_reason,Q2针对A1的官话套话、未正面回答进行投诉，并要求改善沟通。,是不是有大雷？财务问题？是不是要st？不然为何股价一路下行？不要说市场如何，回答问题认真点,投资者您好，公司目前各项生产经营活动正常进行，主营业务经营状况良好，公司不存在数据实际经营情况不符的情况。关于公司信息请以公司披露在《中国证券报》、《证券时报》和巨潮资讯网的信息为准。二级市场股价受到公司所处行业环境、投资预期等多方面因素的影响，公司的生产经营正常，股市投资有风险，请投资者注意投资风险。感谢您的关注。,董秘你好！自2019年，贵司回答投资者提问全部都是官话套话，很少正面答复问题。此项工作是公司与投资者沟通的重要桥梁，也是中小投资者平时了解公司运营情况的唯一渠道，为什么不能积极主动的答复提问并介绍公司情况，同为环保类上市公司，别人家的董秘可以不断公布诸如每月垃圾焚烧量、发电量等数据，做到公开透明，你们呢？除了复制粘贴还做了哪些沟通？请问贵司如此漠视中小投资者，是否有管理层默许甚至授意？如果工作太忙,000826_2019,90,94,4,Complaint,Q2针对A1的官话套话、未正面回答进行投诉，并要求改善沟通。,,,1
positive,启迪控股股东最新进展情况股东方对公司支持情况，其中雄安对公司有何支持公司与三峡资本合作介绍公司现金流情况，加强管控措施疫情对公司业务影响，公司融资渠道影响 投资者您好，投资者您好，公司将根据《公司法》、《公司章程》等相关法律法规的规定，持续关注间接控股股东股权变更事项的进展情况并及时履行信息披露义务。公司与三峡集团整合各自资源，共同利用各自品牌、管理、技术、人才、资金及其他资源优势，共同开展长江生态保护业务。疫情期间，公司各控股子公司从本职工作出发协助各地政府部门全力开展疫情防控，攻坚克难；20多个省市区10万余名员工，坚守岗位、齐心抗疫。,董秘你好！自2019年，贵司回答投资者提问全部都是官话套话，很少正面答复问题。此项工作是公司与投资者沟通的重要桥梁，也是中小投资者平时了解公司运营情况的唯一渠道，为什么不能积极主动的答复提问并介绍公司情况，同为环保类上市公司，别人家的董秘可以不断公布诸如每月垃圾焚烧量、发电量等数据，做到公开透明，你们呢？除了复制粘贴还做了哪些沟通？请问贵司如此漠视中小投资者，是否有管理层默许甚至授意？如果工作太忙,2,answer_pressure,dep_reason,Q2针对A1官话套话、不正面回答历史进行投诉，并质疑管理层授意，属交互依赖。,启迪控股股东最新进展情况股东方对公司支持情况，其中雄安对公司有何支持公司与三峡资本合作介绍公司现金流情况，加强管控措施疫情对公司业务影响，公司融资渠道影响,投资者您好，投资者您好，公司将根据《公司法》、《公司章程》等相关法律法规的规定，持续关注间接控股股东股权变更事项的进展情况并及时履行信息披露义务。公司与三峡集团整合各自资源，共同利用各自品牌、管理、技术、人才、资金及其他资源优势，共同开展长江生态保护业务。疫情期间，公司各控股子公司从本职工作出发协助各地政府部门全力开展疫情防控，攻坚克难；20多个省市区10万余名员工，坚守岗位、齐心抗疫。,董秘你好！自2019年，贵司回答投资者提问全部都是官话套话，很少正面答复问题。此项工作是公司与投资者沟通的重要桥梁，也是中小投资者平时了解公司运营情况的唯一渠道，为什么不能积极主动的答复提问并介绍公司情况，同为环保类上市公司，别人家的董秘可以不断公布诸如每月垃圾焚烧量、发电量等数据，做到公开透明，你们呢？除了复制粘贴还做了哪些沟通？请问贵司如此漠视中小投资者，是否有管理层默许甚至授意？如果工作太忙,000826_2019,91,94,3,Complaint,Q2针对A1官话套话、不正面回答历史进行投诉，并质疑管理层授意，属交互依赖。,,,1
positive,公司在建工程一直居高不下，请问到今年年底在建工程是否可以降到100亿以内？ 投资者您好，公司在建工程包括新建、改建、扩建环保细分领域项目的在建工程，项目转入正式运营后在建工程总量减少，同时部分项目发生提标、扩建等建设内容，伴随在建工程在各报告期内有所增加。具体可关注公司披露的定期报告。感谢您的关注。,公司在建工程一直居高不下，请问到今年年底在建工程是否可以降到100亿以内？,2,answer_pressure,dep_reason,Q2完全重复Q1，因A1未正面回答，属于追问未答问题。,公司在建工程一直居高不下，请问到今年年底在建工程是否可以降到100亿以内？,投资者您好，公司在建工程包括新建、改建、扩建环保细分领域项目的在建工程，项目转入正式运营后在建工程总量减少，同时部分项目发生提标、扩建等建设内容，伴随在建工程在各报告期内有所增加。具体可关注公司披露的定期报告。感谢您的关注。,公司在建工程一直居高不下，请问到今年年底在建工程是否可以降到100亿以内？,000826_2020,6,11,5,Complaint,Q2完全重复Q1，因A1未正面回答，属于追问未答问题。,,,1
positive,启迪环境股票在停牌前20个交易日内累计跌幅超过20%，股票价格波动达到《128号文》第五条规定的相关标准。&quot;（城发吸收合并启迪预案P121-122），为何在20日、60日和120日三个可选区间平均价中选择最不利于启迪投资者的20日平均价？ 您好，本次吸收合并方案是综合考虑了公司资金流动性、双方协同效应、公司未来长远发展等因素后，经双方充分协商讨论确定的。整体方案的制定从合规性出发，不存在损害投资者利益的情况。感谢关注。,请问你们是在开业绩说明会吗？,2,answer_pressure,dep_reason,Q2质疑A1回答方式，疑似觉得A1在敷衍而非正面回答问题。,启迪环境股票在停牌前20个交易日内累计跌幅超过20%，股票价格波动达到《128号文》第五条规定的相关标准。&quot;（城发吸收合并启迪预案P121-122），为何在20日、60日和120日三个可选区间平均价中选择最不利于启迪投资者的20日平均价？,您好，本次吸收合并方案是综合考虑了公司资金流动性、双方协同效应、公司未来长远发展等因素后，经双方充分协商讨论确定的。整体方案的制定从合规性出发，不存在损害投资者利益的情况。感谢关注。,请问你们是在开业绩说明会吗？,000826_2020,12,17,5,Complaint,Q2质疑A1回答方式，疑似觉得A1在敷衍而非正面回答问题。,,,1
positive,最佳上市公司董事会”、“主板最佳上市公司董秘奖”，奖项与公司经营业绩和市场表现相对比反差如比之大，请问公司获奖是否有损股东利益？ 投资者您好，感谢您的关注。,请问你们是在开业绩说明会吗？,1,disclosure_detail,dep_reason,Q2质疑A1的敷衍回应不符合业绩说明会应有的互动方式，属于对回答状态的抱怨。,最佳上市公司董事会”、“主板最佳上市公司董秘奖”，奖项与公司经营业绩和市场表现相对比反差如比之大，请问公司获奖是否有损股东利益？,投资者您好，感谢您的关注。,请问你们是在开业绩说明会吗？,000826_2020,14,17,3,Complaint,Q2质疑A1的敷衍回应不符合业绩说明会应有的互动方式，属于对回答状态的抱怨。,,,1
positive,合并一事现阶段是否存在变数？毕竟启迪的年报与季报都如此差劲，城发会不会返悔？ 截止目前，公司及相关各方正在积极推进本次交易的相关工作，本次交易所涉及的尽职调查、审计、估值等相关工作尚未完成。公司将在尽职调查、审计、估值等相关工作完成后，再次召开董事会审议本次交易的相关事项，并由董事会提请股东大会审议。有关信息均以公司指定信息披露媒体发布的公告为准；公司将严格按照有关法律法规的规定和要求，认真履行信息披露义务。谢谢您的关注！,请问你们是在开业绩说明会吗？,1,disclosure_detail,dep_reason,Q2 针对 A1 的官方套话回答方式，质疑这是否是真正的业绩说明会互动。,合并一事现阶段是否存在变数？毕竟启迪的年报与季报都如此差劲，城发会不会返悔？,截止目前，公司及相关各方正在积极推进本次交易的相关工作，本次交易所涉及的尽职调查、审计、估值等相关工作尚未完成。公司将在尽职调查、审计、估值等相关工作完成后，再次召开董事会审议本次交易的相关事项，并由董事会提请股东大会审议。有关信息均以公司指定信息披露媒体发布的公告为准；公司将严格按照有关法律法规的规定和要求，认真履行信息披露义务。谢谢您的关注！,请问你们是在开业绩说明会吗？,000826_2020,16,17,1,Complaint,Q2 针对 A1 的官方套话回答方式，质疑这是否是真正的业绩说明会互动。,,,1
positive,按海通e海通财数据，基准日20、60、120均启迪、城发为（6.94、7.35、7.87）、（11.66、11.59、11.69），即便以溢价10%测算（不认同），换股比0.6547、0.6976、0.7405，目前方案最低（请不要低估投资者智商，用异议保护解释），这个方案如何体现资本市场公平？ 投资者您好，城发环境和启迪环境均为上市公司，两者的股价均有公开市场价格，本次交易按照《重组管理办法》的相关规定，并考虑交易双方的协同效应等因素进行定价。感谢关注。,对于明显违背常识的方案，仅用“考虑双方股东利益、交易标的规模、二级市场、中小股东诉求等因素”并不另人信服！这个方案使国资实现控股权的转移，启迪中小投资者股权占比被严重削弱，所谓异议“保护“，不如说是伤害！请问为了国资利益，启迪长期中小股东就该被伤害吗？这个方案如何体现资本市场的公平？,2,answer_pressure,dep_reason,Q2明确批评A1的笼统解释不令人信服，并继续质疑方案公平性，属于对回答方式的施压。,按海通e海通财数据，基准日20、60、120均启迪、城发为（6.94、7.35、7.87）、（11.66、11.59、11.69），即便以溢价10%测算（不认同），换股比0.6547、0.6976、0.7405，目前方案最低（请不要低估投资者智商，用异议保护解释），这个方案如何体现资本市场公平？,投资者您好，城发环境和启迪环境均为上市公司，两者的股价均有公开市场价格，本次交易按照《重组管理办法》的相关规定，并考虑交易双方的协同效应等因素进行定价。感谢关注。,对于明显违背常识的方案，仅用“考虑双方股东利益、交易标的规模、二级市场、中小股东诉求等因素”并不另人信服！这个方案使国资实现控股权的转移，启迪中小投资者股权占比被严重削弱，所谓异议“保护“，不如说是伤害！请问为了国资利益，启迪长期中小股东就该被伤害吗？这个方案如何体现资本市场的公平？,000826_2020,19,24,5,Challenge,Q2明确批评A1的笼统解释不令人信服，并继续质疑方案公平性，属于对回答方式的施压。,,,1
positive,公司以前大吹特吹的全产业链怎么几年了也看不到效益？与其丧其十指不如断其一指。公司业绩连续几年下降高管年薪为何增加？难倒薪酬委员会这位高管服务？清华又不绝对控股高管能干就干不行就下岗，让有能力的干。 投资者您好，公司经营管理层致力于通过提升公司整体经营水平，提升企业价值，增强公司核心竞争力和盈利能力来提振公司股价，公司同样希望股价是公司合理价值的反映。公司管理层将持续努力提升公司经营水平，以提升公司价值回报广大投资者。公司的投资者沟通渠道也持续保持畅通，保证及时将投资者的声音第一时间反馈给公司经营管理层。感谢您的关注。,你们觉得对得起长期支持你们的股东吗？拿着高薪，出差花股东的钱很嗨吗,1,disclosure_detail,dep_reason,Q2针对A1回避性回答继续抱怨高管薪酬和股东回报，属于对回答不充分的追责。,公司以前大吹特吹的全产业链怎么几年了也看不到效益？与其丧其十指不如断其一指。公司业绩连续几年下降高管年薪为何增加？难倒薪酬委员会这位高管服务？清华又不绝对控股高管能干就干不行就下岗，让有能力的干。,投资者您好，公司经营管理层致力于通过提升公司整体经营水平，提升企业价值，增强公司核心竞争力和盈利能力来提振公司股价，公司同样希望股价是公司合理价值的反映。公司管理层将持续努力提升公司经营水平，以提升公司价值回报广大投资者。公司的投资者沟通渠道也持续保持畅通，保证及时将投资者的声音第一时间反馈给公司经营管理层。感谢您的关注。,你们觉得对得起长期支持你们的股东吗？拿着高薪，出差花股东的钱很嗨吗,000826_2020,33,36,3,Complaint,Q2针对A1回避性回答继续抱怨高管薪酬和股东回报，属于对回答不充分的追责。,,,1
positive,公司以前大吹特吹的全产业链怎么几年了也看不到效益？与其丧其十指不如断其一指。公司业绩连续几年下降高管年薪为何增加？难倒薪酬委员会这位高管服务？清华又不绝对控股高管能干就干不行就下岗，让有能力的干。 投资者您好，公司经营管理层致力于通过提升公司整体经营水平，提升企业价值，增强公司核心竞争力和盈利能力来提振公司股价，公司同样希望股价是公司合理价值的反映。公司管理层将持续努力提升公司经营水平，以提升公司价值回报广大投资者。公司的投资者沟通渠道也持续保持畅通，保证及时将投资者的声音第一时间反馈给公司经营管理层。感谢您的关注。,请问张女士，公司有没有具体的措施去提高投资者信心？,2,answer_pressure,dep_reason,Q2针对A1中笼统的提升价值承诺追问具体措施。,公司以前大吹特吹的全产业链怎么几年了也看不到效益？与其丧其十指不如断其一指。公司业绩连续几年下降高管年薪为何增加？难倒薪酬委员会这位高管服务？清华又不绝对控股高管能干就干不行就下岗，让有能力的干。,投资者您好，公司经营管理层致力于通过提升公司整体经营水平，提升企业价值，增强公司核心竞争力和盈利能力来提振公司股价，公司同样希望股价是公司合理价值的反映。公司管理层将持续努力提升公司经营水平，以提升公司价值回报广大投资者。公司的投资者沟通渠道也持续保持畅通，保证及时将投资者的声音第一时间反馈给公司经营管理层。感谢您的关注。,请问张女士，公司有没有具体的措施去提高投资者信心？,000826_2020,33,38,5,Elaboration,Q2针对A1中笼统的提升价值承诺追问具体措施。,,,1
positive,为什么公司三季度营收是下降的，三季度应该已经没有疫情影响了 投资者您好，第三季度公司整理生产经营情况处在一个恢复期。同时收入、利润结构较同期有所变化。公司目前整体生产经营状况正常，公司将通过提升项目管理水平促进项目整体运营。感谢您的提问。,针对目前的财务状况，公司将采取哪些措施应对,2,answer_pressure,dep_reason,Q2针对A1中提升项目管理水平的笼统表述，要求具体化应对措施。,为什么公司三季度营收是下降的，三季度应该已经没有疫情影响了,投资者您好，第三季度公司整理生产经营情况处在一个恢复期。同时收入、利润结构较同期有所变化。公司目前整体生产经营状况正常，公司将通过提升项目管理水平促进项目整体运营。感谢您的提问。,针对目前的财务状况，公司将采取哪些措施应对,000826_2020,35,40,5,Elaboration,Q2针对A1中提升项目管理水平的笼统表述，要求具体化应对措施。,,,1
positive,你们觉得对得起长期支持你们的股东吗？拿着高薪，出差花股东的钱很嗨吗 投资者您好，公司经营管理层致力于通过提升公司整体经营水平，提升企业价值，增强公司核心竞争力和盈利能力来提振公司股价，公司同样希望股价是公司合理价值的反映。公司一直在进行积极的市值管理工作，但二级市场股价受到公司所处行业环境、投资预期等多方面因素的影响，近期股价较为低迷。公司管理层将持续努力提升公司经营水平，以提升公司价值回报广大投资者。公司的投资者沟通渠道也持续保持畅通，保证及时将投资者的声音第一时间反馈给公司经营管理层。感谢您的关注。,请问张女士，公司有没有具体的措施去提高投资者信心？,2,answer_pressure,dep_reason,Q2针对A1笼统的市值管理和提升价值表述，追问具体措施。,你们觉得对得起长期支持你们的股东吗？拿着高薪，出差花股东的钱很嗨吗,投资者您好，公司经营管理层致力于通过提升公司整体经营水平，提升企业价值，增强公司核心竞争力和盈利能力来提振公司股价，公司同样希望股价是公司合理价值的反映。公司一直在进行积极的市值管理工作，但二级市场股价受到公司所处行业环境、投资预期等多方面因素的影响，近期股价较为低迷。公司管理层将持续努力提升公司经营水平，以提升公司价值回报广大投资者。公司的投资者沟通渠道也持续保持畅通，保证及时将投资者的声音第一时间反馈给公司经营管理层。感谢您的关注。,请问张女士，公司有没有具体的措施去提高投资者信心？,000826_2020,36,38,2,Elaboration,Q2针对A1笼统的市值管理和提升价值表述，追问具体措施。,,,1
positive,大股东用10亿买走了公司将近500亿的订单环卫资产？请问价格公允吗？ 投资者您好，本次关联交易是基于公司优化合肥数字环卫股权管理结构，提升其整体资金实力，进一步结合区域优势资源的需求而发生，有利于合肥数字环卫的市场拓展工作和项目持续投入，交易合同各项条款符合国家有关规定，关联交易对方具有较强的履约能力，交易遵循自愿、平等、公平、公允的原则，交易定价依据市场价格进行。感谢您的关注。,这个解释很难信服，所有同类型环保企业，三季度都是增长的，为什么启迪下滑，启迪恢复时间在哪块是需要比其他同类型公司产。,2,performance_governance,dep_reason,Q2明确对A1解释表示不信服，并引入同行对比质疑公司业绩下滑，属于交互依赖。,大股东用10亿买走了公司将近500亿的订单环卫资产？请问价格公允吗？,投资者您好，本次关联交易是基于公司优化合肥数字环卫股权管理结构，提升其整体资金实力，进一步结合区域优势资源的需求而发生，有利于合肥数字环卫的市场拓展工作和项目持续投入，交易合同各项条款符合国家有关规定，关联交易对方具有较强的履约能力，交易遵循自愿、平等、公平、公允的原则，交易定价依据市场价格进行。感谢您的关注。,这个解释很难信服，所有同类型环保企业，三季度都是增长的，为什么启迪下滑，启迪恢复时间在哪块是需要比其他同类型公司产。,000826_2020,37,42,5,Challenge,Q2明确对A1解释表示不信服，并引入同行对比质疑公司业绩下滑，属于交互依赖。,,,1
